onset	duration	trial_type	value	sample	StimulusPresentation
0.0	0.002	begin	1	0	PsychophysicsToolbox
0.498	0.002	stim_on	4	249	PsychophysicsToolbox
1.482	0.002	resp	3	741	PsychophysicsToolbox
1.496	0.002	resp	3	748	PsychophysicsToolbox
1.506	0.002	resp	3	753	PsychophysicsToolbox
1.516	0.002	resp	3	758	PsychophysicsToolbox
1.526	0.002	resp	3	763	PsychophysicsToolbox
1.536	0.002	resp	3	768	PsychophysicsToolbox
1.546	0.002	resp	3	773	PsychophysicsToolbox
1.556	0.002	resp	3	778	PsychophysicsToolbox
1.566	0.002	resp	3	783	PsychophysicsToolbox
1.576	0.002	resp	3	788	PsychophysicsToolbox
1.586	0.002	resp	3	793	PsychophysicsToolbox
1.596	0.002	resp	3	798	PsychophysicsToolbox
1.606	0.002	resp	3	803	PsychophysicsToolbox
1.616	0.002	resp	3	808	PsychophysicsToolbox
2.202	0.002	stim_on	4	1101	PsychophysicsToolbox
3.186	0.002	resp	3	1593	PsychophysicsToolbox
3.2	0.002	resp	3	1600	PsychophysicsToolbox
3.21	0.002	resp	3	1605	PsychophysicsToolbox
3.22	0.002	resp	3	1610	PsychophysicsToolbox
3.23	0.002	resp	3	1615	PsychophysicsToolbox
3.24	0.002	resp	3	1620	PsychophysicsToolbox
3.25	0.002	resp	3	1625	PsychophysicsToolbox
3.26	0.002	resp	3	1630	PsychophysicsToolbox
3.27	0.002	resp	3	1635	PsychophysicsToolbox
3.28	0.002	resp	3	1640	PsychophysicsToolbox
3.29	0.002	resp	3	1645	PsychophysicsToolbox
3.3	0.002	resp	3	1650	PsychophysicsToolbox
3.31	0.002	resp	3	1655	PsychophysicsToolbox
3.32	0.002	resp	3	1660	PsychophysicsToolbox
3.33	0.002	resp	3	1665	PsychophysicsToolbox
3.772	0.002	stim_on	4	1886	PsychophysicsToolbox
4.794	0.002	resp	3	2397	PsychophysicsToolbox
4.812	0.002	resp	3	2406	PsychophysicsToolbox
4.822	0.002	resp	3	2411	PsychophysicsToolbox
4.832	0.002	resp	3	2416	PsychophysicsToolbox
4.848	0.002	resp	3	2424	PsychophysicsToolbox
4.858	0.002	resp	3	2429	PsychophysicsToolbox
4.868	0.002	resp	3	2434	PsychophysicsToolbox
4.878	0.002	resp	3	2439	PsychophysicsToolbox
4.888	0.002	resp	3	2444	PsychophysicsToolbox
4.898	0.002	resp	3	2449	PsychophysicsToolbox
4.908	0.002	resp	3	2454	PsychophysicsToolbox
4.918	0.002	resp	3	2459	PsychophysicsToolbox
5.44	0.002	stim_on	4	2720	PsychophysicsToolbox
6.434	0.002	resp	3	3217	PsychophysicsToolbox
6.448	0.002	resp	3	3224	PsychophysicsToolbox
6.458	0.002	resp	3	3229	PsychophysicsToolbox
6.468	0.002	resp	3	3234	PsychophysicsToolbox
6.478	0.002	resp	3	3239	PsychophysicsToolbox
6.488	0.002	resp	3	3244	PsychophysicsToolbox
6.498	0.002	resp	3	3249	PsychophysicsToolbox
6.508	0.002	resp	3	3254	PsychophysicsToolbox
6.518	0.002	resp	3	3259	PsychophysicsToolbox
6.528	0.002	resp	3	3264	PsychophysicsToolbox
6.538	0.002	resp	3	3269	PsychophysicsToolbox
6.548	0.002	resp	3	3274	PsychophysicsToolbox
6.558	0.002	resp	3	3279	PsychophysicsToolbox
6.568	0.002	resp	3	3284	PsychophysicsToolbox
6.91	0.002	stim_on	4	3455	PsychophysicsToolbox
7.866	0.002	resp	3	3933	PsychophysicsToolbox
7.88	0.002	resp	3	3940	PsychophysicsToolbox
7.89	0.002	resp	3	3945	PsychophysicsToolbox
7.9	0.002	resp	3	3950	PsychophysicsToolbox
7.91	0.002	resp	3	3955	PsychophysicsToolbox
7.92	0.002	resp	3	3960	PsychophysicsToolbox
7.93	0.002	resp	3	3965	PsychophysicsToolbox
7.94	0.002	resp	3	3970	PsychophysicsToolbox
7.95	0.002	resp	3	3975	PsychophysicsToolbox
7.96	0.002	resp	3	3980	PsychophysicsToolbox
7.97	0.002	resp	3	3985	PsychophysicsToolbox
7.98	0.002	resp	3	3990	PsychophysicsToolbox
7.99	0.002	resp	3	3995	PsychophysicsToolbox
8.0	0.002	resp	3	4000	PsychophysicsToolbox
8.48	0.002	stim_on	4	4240	PsychophysicsToolbox
9.426	0.002	resp	3	4713	PsychophysicsToolbox
9.44	0.002	resp	3	4720	PsychophysicsToolbox
9.45	0.002	resp	3	4725	PsychophysicsToolbox
9.46	0.002	resp	3	4730	PsychophysicsToolbox
9.47	0.002	resp	3	4735	PsychophysicsToolbox
9.48	0.002	resp	3	4740	PsychophysicsToolbox
9.49	0.002	resp	3	4745	PsychophysicsToolbox
9.5	0.002	resp	3	4750	PsychophysicsToolbox
9.51	0.002	resp	3	4755	PsychophysicsToolbox
9.52	0.002	resp	3	4760	PsychophysicsToolbox
9.53	0.002	resp	3	4765	PsychophysicsToolbox
9.54	0.002	resp	3	4770	PsychophysicsToolbox
9.55	0.002	resp	3	4775	PsychophysicsToolbox
9.56	0.002	resp	3	4780	PsychophysicsToolbox
10.2	0.002	stim_on	4	5100	PsychophysicsToolbox
11.178	0.002	resp	3	5589	PsychophysicsToolbox
11.202	0.002	resp	3	5601	PsychophysicsToolbox
11.212	0.002	resp	3	5606	PsychophysicsToolbox
11.222	0.002	resp	3	5611	PsychophysicsToolbox
11.232	0.002	resp	3	5616	PsychophysicsToolbox
11.242	0.002	resp	3	5621	PsychophysicsToolbox
11.252	0.002	resp	3	5626	PsychophysicsToolbox
11.262	0.002	resp	3	5631	PsychophysicsToolbox
11.272	0.002	resp	3	5636	PsychophysicsToolbox
11.282	0.002	resp	3	5641	PsychophysicsToolbox
11.292	0.002	resp	3	5646	PsychophysicsToolbox
11.302	0.002	resp	3	5651	PsychophysicsToolbox
11.312	0.002	resp	3	5656	PsychophysicsToolbox
11.736	0.002	stim_on	4	5868	PsychophysicsToolbox
12.754	0.002	resp	3	6377	PsychophysicsToolbox
12.778	0.002	resp	3	6389	PsychophysicsToolbox
12.788	0.002	resp	3	6394	PsychophysicsToolbox
12.798	0.002	resp	3	6399	PsychophysicsToolbox
