onset	duration	trial_type	value	sample	StimulusPresentation
0.0	0.001	begin	1	0	PsychophysicsToolbox
0.499	0.001	stim_on	4	499	PsychophysicsToolbox
1.213	0.001	resp	3	1213	PsychophysicsToolbox
1.22	0.001	resp	3	1220	PsychophysicsToolbox
1.225	0.001	resp	3	1225	PsychophysicsToolbox
1.23	0.001	resp	3	1230	PsychophysicsToolbox
1.235	0.001	resp	3	1235	PsychophysicsToolbox
1.24	0.001	resp	3	1240	PsychophysicsToolbox
1.245	0.001	resp	3	1245	PsychophysicsToolbox
1.25	0.001	resp	3	1250	PsychophysicsToolbox
1.255	0.001	resp	3	1255	PsychophysicsToolbox
1.26	0.001	resp	3	1260	PsychophysicsToolbox
1.27	0.001	resp	3	1270	PsychophysicsToolbox
1.275	0.001	resp	3	1275	PsychophysicsToolbox
1.28	0.001	resp	3	1280	PsychophysicsToolbox
1.285	0.001	resp	3	1285	PsychophysicsToolbox
1.29	0.001	resp	3	1290	PsychophysicsToolbox
1.295	0.001	resp	3	1295	PsychophysicsToolbox
1.3	0.001	resp	3	1300	PsychophysicsToolbox
1.305	0.001	resp	3	1305	PsychophysicsToolbox
1.31	0.001	resp	3	1310	PsychophysicsToolbox
1.315	0.001	resp	3	1315	PsychophysicsToolbox
1.325	0.001	resp	3	1325	PsychophysicsToolbox
1.33	0.001	resp	3	1330	PsychophysicsToolbox
1.336	0.001	resp	3	1336	PsychophysicsToolbox
1.341	0.001	resp	3	1341	PsychophysicsToolbox
1.346	0.001	resp	3	1346	PsychophysicsToolbox
1.351	0.001	resp	3	1351	PsychophysicsToolbox
1.356	0.001	resp	3	1356	PsychophysicsToolbox
1.361	0.001	resp	3	1361	PsychophysicsToolbox
1.366	0.001	resp	3	1366	PsychophysicsToolbox
1.376	0.001	resp	3	1376	PsychophysicsToolbox
1.381	0.001	resp	3	1381	PsychophysicsToolbox
1.386	0.001	resp	3	1386	PsychophysicsToolbox
1.391	0.001	resp	3	1391	PsychophysicsToolbox
1.396	0.001	resp	3	1396	PsychophysicsToolbox
1.401	0.001	resp	3	1401	PsychophysicsToolbox
1.968	0.001	stim_on	4	1968	PsychophysicsToolbox
2.637	0.001	resp	3	2637	PsychophysicsToolbox
2.644	0.001	resp	3	2644	PsychophysicsToolbox
2.649	0.001	resp	3	2649	PsychophysicsToolbox
2.654	0.001	resp	3	2654	PsychophysicsToolbox
2.659	0.001	resp	3	2659	PsychophysicsToolbox
3.588	0.001	stim_on	4	3588	PsychophysicsToolbox
4.404	0.001	resp	3	4404	PsychophysicsToolbox
4.411	0.001	resp	3	4411	PsychophysicsToolbox
4.416	0.001	resp	3	4416	PsychophysicsToolbox
4.421	0.001	resp	3	4421	PsychophysicsToolbox
4.426	0.001	resp	3	4426	PsychophysicsToolbox
4.431	0.001	resp	3	4431	PsychophysicsToolbox
4.436	0.001	resp	3	4436	PsychophysicsToolbox
4.441	0.001	resp	3	4441	PsychophysicsToolbox
4.446	0.001	resp	3	4446	PsychophysicsToolbox
4.451	0.001	resp	3	4451	PsychophysicsToolbox
4.461	0.001	resp	3	4461	PsychophysicsToolbox
4.466	0.001	resp	3	4466	PsychophysicsToolbox
4.471	0.001	resp	3	4471	PsychophysicsToolbox
4.476	0.001	resp	3	4476	PsychophysicsToolbox
4.481	0.001	resp	3	4481	PsychophysicsToolbox
4.486	0.001	resp	3	4486	PsychophysicsToolbox
