onset	duration	trial_type	value	sample	StimulusPresentation
0.0	0.001	begin	1	0	PsychophysicsToolbox
0.499	0.001	stim_on	4	499	PsychophysicsToolbox
1.727	0.001	resp	3	1727	PsychophysicsToolbox
1.734	0.001	resp	3	1734	PsychophysicsToolbox
1.739	0.001	resp	3	1739	PsychophysicsToolbox
1.744	0.001	resp	3	1744	PsychophysicsToolbox
1.749	0.001	resp	3	1749	PsychophysicsToolbox
1.754	0.001	resp	3	1754	PsychophysicsToolbox
1.759	0.001	resp	3	1759	PsychophysicsToolbox
1.764	0.001	resp	3	1764	PsychophysicsToolbox
1.769	0.001	resp	3	1769	PsychophysicsToolbox
1.774	0.001	resp	3	1774	PsychophysicsToolbox
1.784	0.001	resp	3	1784	PsychophysicsToolbox
1.789	0.001	resp	3	1789	PsychophysicsToolbox
1.794	0.001	resp	3	1794	PsychophysicsToolbox
1.8	0.001	resp	3	1800	PsychophysicsToolbox
1.805	0.001	resp	3	1805	PsychophysicsToolbox
1.81	0.001	resp	3	1810	PsychophysicsToolbox
1.815	0.001	resp	3	1815	PsychophysicsToolbox
1.82	0.001	resp	3	1820	PsychophysicsToolbox
1.825	0.001	resp	3	1825	PsychophysicsToolbox
1.835	0.001	resp	3	1835	PsychophysicsToolbox
1.84	0.001	resp	3	1840	PsychophysicsToolbox
1.845	0.001	resp	3	1845	PsychophysicsToolbox
1.85	0.001	resp	3	1850	PsychophysicsToolbox
1.855	0.001	resp	3	1855	PsychophysicsToolbox
1.86	0.001	resp	3	1860	PsychophysicsToolbox
1.865	0.001	resp	3	1865	PsychophysicsToolbox
1.87	0.001	resp	3	1870	PsychophysicsToolbox
1.875	0.001	resp	3	1875	PsychophysicsToolbox
1.936	0.001	stim_on	4	1936	PsychophysicsToolbox
3.045	0.001	resp	3	3045	PsychophysicsToolbox
3.052	0.001	resp	3	3052	PsychophysicsToolbox
3.057	0.001	resp	3	3057	PsychophysicsToolbox
3.062	0.001	resp	3	3062	PsychophysicsToolbox
3.067	0.001	resp	3	3067	PsychophysicsToolbox
3.072	0.001	resp	3	3072	PsychophysicsToolbox
3.077	0.001	resp	3	3077	PsychophysicsToolbox
3.082	0.001	resp	3	3082	PsychophysicsToolbox
3.087	0.001	resp	3	3087	PsychophysicsToolbox
3.092	0.001	resp	3	3092	PsychophysicsToolbox
3.102	0.001	resp	3	3102	PsychophysicsToolbox
3.107	0.001	resp	3	3107	PsychophysicsToolbox
3.112	0.001	resp	3	3112	PsychophysicsToolbox
3.117	0.001	resp	3	3117	PsychophysicsToolbox
3.122	0.001	resp	3	3122	PsychophysicsToolbox
3.127	0.001	resp	3	3127	PsychophysicsToolbox
3.132	0.001	resp	3	3132	PsychophysicsToolbox
3.137	0.001	resp	3	3137	PsychophysicsToolbox
3.142	0.001	resp	3	3142	PsychophysicsToolbox
3.147	0.001	resp	3	3147	PsychophysicsToolbox
3.157	0.001	resp	3	3157	PsychophysicsToolbox
3.162	0.001	resp	3	3162	PsychophysicsToolbox
3.167	0.001	resp	3	3167	PsychophysicsToolbox
3.172	0.001	resp	3	3172	PsychophysicsToolbox
3.178	0.001	resp	3	3178	PsychophysicsToolbox
3.183	0.001	resp	3	3183	PsychophysicsToolbox
3.188	0.001	resp	3	3188	PsychophysicsToolbox
3.388	0.001	stim_on	4	3388	PsychophysicsToolbox
4.513	0.001	resp	3	4513	PsychophysicsToolbox
